"idPopulations0","PMID","pNam","popSize","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq"
NA,"8191378",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1809413",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1810524",NA,"48","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35167034",NA,"19","mali",NA,NA,NA,"years",NA,NA,6,18,NA
NA,"35322292",NA,"3","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34150578",NA,"2019","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33725180",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31291515",NA,"106","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29761781",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28283812",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26750538",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26742209",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25754599",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24695998",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24261452",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23728805",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20873360",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20352583",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20119679",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19586595",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19443629",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19434793",NA,"50","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19398342",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18417023",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18173983",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19839505",NA,"14","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17087874",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17040338",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16945257",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16628526",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16552647",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16478288",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16218398",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16218382",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15658946",NA,"200","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15613165",NA,"13","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15509463",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15111686",NA,"11","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14980151",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12695893",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12484694",NA,"30000000","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11680150",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11676890",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1563945",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2131685",NA,"35","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6388481",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"36191595",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32002685",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30785242",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29799148",NA,"351","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29511532",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29446797",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28625304",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28527055",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28388266",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27929555",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27130542",NA,"52","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27017022",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26517974",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25659407",NA,"6","brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24916564",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24173611",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23419629",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23400710",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23050324",NA,"150","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22760466",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22399390",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22382758",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22249655",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21143645",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18973737",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17367592",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16898253",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16492942",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16298069",NA,"1","",NA,NA,NA,"years",49.6,5.4,44.2,55,NA
NA,"16218381",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15513006",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15326887",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11252139",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11139752",NA,"5","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8081521",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2406223",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7325577",NA,"797","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33758699",NA,"28","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32695062",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30844861",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30621376",NA,"50","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29929839",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29449828",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28850181",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27017025",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26635477",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26441089",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25907017",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25754600",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24680492",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24304354",NA,"1965","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22868547",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22511093",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21128023",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20546324",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19882941",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19828484",NA,"108","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19728968",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18760431",NA,"15","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17768454",NA,"90","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17455735",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16218389",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16141964",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15681022",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15546265",NA,"70","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15012662",NA,"5","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14991337",NA,"16","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12796849",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12095467",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11790156",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11286443",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9533663",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7808565",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2093055",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2181750",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20890719",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29192541",NA,"2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24512574",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34747799",NA,"11","india",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27461394",NA,"33","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17508169",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34106464",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29723901",NA,"35","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11304027",NA,"16","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24467862",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27411557",NA,NA,"united kingdom, germany, united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35315064",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33782592",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33741810",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33570160",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31031693",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30926111",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30635907",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29757458",NA,"18","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28527078",NA,"14","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"28335379",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27542421",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27445245",NA,"6","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26122532",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26017511",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25199696",NA,"268","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24750094",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23700196",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22724425",NA,"98","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22367630",NA,"28","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20936382",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20298131",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19126373",NA,"15","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18004055",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17948210",NA,"83","",NA,NA,NA,"years",38,14.1,23.9,52.1,NA
NA,"16305600",NA,"30","peru, ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16218393",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15884476",NA,"31","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15191708",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15025016",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12698833",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12413408",NA,"4","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11749878",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11555322",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11301614",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10835994",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9989190",NA,"3","denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9251377",NA,"62","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8751187",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9422243",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8320098",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1647496",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1916461",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35674077",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33603708",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32768088",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32472229",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31898608",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"31843350",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29143899",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27333731",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26333103",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26264901",NA,NA,"germany",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25907018",NA,"10","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25046921",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24723673",NA,"6","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23765765",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23606018",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23547299",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23163546",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22963731",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22552735",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21284609",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20360117",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17691368",NA,"3","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17087869",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16139660",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15162898",NA,NA,"united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12849458",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12628055",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12525271",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12386550",NA,"4","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12219724",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12120731",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11371755",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11252151",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10824286",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9484382",NA,"41","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1506502",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2259320",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3633503",NA,"60","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35490043",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34628531",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"33348571",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30120560",NA,"8","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27475516",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27350319",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26123200",NA,"5","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25509967",NA,"50","",NA,NA,NA,"years",NA,NA,18,58,NA
NA,"24820732",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23015297",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22343242",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21864072",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20464589",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19889290",NA,"65","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19432099",NA,"48","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18765142",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17598763",NA,"50","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17376106",NA,"1132","finland",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17087870",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16961791",NA,"22","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16141972",NA,NA,"french, english",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15228893",NA,NA,"cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14687009",NA,"364","japan",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12964492",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11898478",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9241463",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8077778",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8458725",NA,"60","netherlands",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1557190",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2406222",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3310417",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"3902808",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"971011",NA,"203","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32521039",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32511056",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30843610",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30820761",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29623198",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27493718",NA,"1","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27358118",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27080086",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23504520",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17087873",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17059437",NA,"12","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17034403",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16834948",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16688633",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16282043",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15955042",NA,"55","brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15926011",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15549525",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"14618119",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"12654950",NA,"71","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"11200807",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10824280",NA,"114","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9424969",NA,"481","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8742680",NA,"20","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7716087",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8081522",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8219515",NA,"54","mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1789072",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1960054",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2259322",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2520392",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"6342813",NA,"8","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"34749917",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19238511",NA,NA,"united states",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"21815889",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19291245",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8374941",NA,"7","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35659858",NA,"577","spain",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"35076874",NA,"19","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30012394",NA,"262","english, korean",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"27742412",NA,"2","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26289164",NA,"275","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"26017524",NA,"3","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25754597",NA,"37","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"25159002",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24735239",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"24673008",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23419626",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"23050385",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"22547100",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"20456156",NA,NA,"mali",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19463068",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"19300250",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"18458543",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"17115988",NA,"1000","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16817505",NA,"20","united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"16628535",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"15248058",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10682187",NA,"16","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10487507",NA,"1999","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"10448540",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9793663",NA,"66","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"9553207",NA,NA,"united kingdom",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"8682673",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7635716",NA,"182","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"7987510",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"2245458",NA,"62","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"91671",NA,"20","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32845489",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32694255",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32216457",NA,"30","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"30957469",NA,"60","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29882695",NA,"3","",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29715610",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"29574601",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
