"idPopulations0","PMID","pNam","popSize","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"34808621",,,"united kingdom",,"cognitive impairment, dementia, atherosclerosis, , ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34808290",,,"",,"type 2 diabetes, cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34806000",,,"denmark",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34759057",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34756163",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34753499",,,"united states",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34709141",,,"united states",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34692981",,,"",,"alzheimer's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34596778",,,"",,"cognitive impairment, atherosclerosis, stroke",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34589052",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34569948",,,"",,"cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34566621",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34562045",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34561458",,,"",,"parkinson's disease, anxiety, depression",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34549095",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34534857",,,"united states",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34530732",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34526343",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34521779",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34518514",,,"",,"depression, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34491076",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34484296",,,"",,"alzheimer's disease, amyotrophic lateral sclerosis",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34461995",,,"germany",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34456708",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34436517",,,"germany, mali",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34434090",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34431373",,,"mali",,"",,,,,,,,,,"Alzheimer disease",,1,"projTutoParkinson","2023-12-28"
,"34404988",,,"china",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34393982",,,"",,"atherosclerosis, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34385720",,,"united kingdom",,"depression, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34383302",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34381351",,,"",,"cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34366367",,,"",,"parkinson's disease, cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34356892",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34354164",,"72","",,"dementia, ",,,,,,,,,,"dementia",,1,"projTutoParkinson","2023-12-28"
,"34344790",,,"",,"",,,,,,,,,,"Age",,1,"projTutoParkinson","2023-12-28"
,"34327755",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34320382",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34302785",,,"france, germany, spain",,"down syndrome, dementia, disability",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34272684",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34271401",,"29","",,"",,,,,,,,,,"dementia and depression",,1,"projTutoParkinson","2023-12-28"
,"34256192",,,"",,"",,,,,,,,,,"Systemic Neurodegenerative Diseases",,1,"projTutoParkinson","2023-12-28"
,"34234128",,,"",,"parkinson's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34225962",,,"",,"cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34210365",,,"",,"dementia, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34194318",,,"japan",,"cardiovascular disease, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34177547",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34171200",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34162355",,,"mali",,"glioma, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34152095",,,"",,"depression, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34147956",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34145553",,,"",,"depression, constipation",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34144048",,,"italy",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34126944",,"5","norway",,"stroke, cognitive impairment",,,,,,,,,,"Pre-stroke chronic brain pathology",,1,"projTutoParkinson","2023-12-28"
,"34120902",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34120801",,,"",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34108016",,,"",,"sars, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34095435",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34095365",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34093436",,"23","",,"alzheimer's disease, ",,,,,,,,,,"Alzheimer",,1,"projTutoParkinson","2023-12-28"
,"34072230",,,"",,"diabetes, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34058741",,,"mali",,"parkinson's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34057776",,,"united states",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34034215",,,"mali",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34025548",,,"",,"alzheimer's disease, dementia, insomnia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"34017243",,,"",,"preeclampsia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33995242",,,"china",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33994990",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33987536",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33973881",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33934115",,,"germany",,"alzheimer's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33791705",,,"",,"sars, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33760272",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33754634",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33733192",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33731679",,,"mali",,"depression, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33725704",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33692711",,,"",,"alzheimer's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33679379",,,"",,"stroke, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33676572",,"47","finland",,"",,,,,,,,,,"dementia",,1,"projTutoParkinson","2023-12-28"
,"33667619",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33644229",,"146","",,"dementia, cognitive impairment",,,,,,,,,,"serum amyloid A (SAA) levels",,1,"projTutoParkinson","2023-12-28"
,"33643024",,,"china",,"cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33638111",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33631534",,"6475","united kingdom",,"dementia, ",,,,,,,,,,"older subjective age",,1,"projTutoParkinson","2023-12-28"
,"33629462",,,"",,"dementia, depression, anxiety, memory problems",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33617931",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33609962",,,"",,"gaucher disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33609950",,,"",,"parkinson's disease, diabetes, chronic kidney disease, insulin resistance",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33609478",,,"spain",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33605860",,,"mexican, american",,"cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33602086",,"85","china",,"cognitive impairment, dementia",,,,,,,,,,"HGB",,1,"projTutoParkinson","2023-12-28"
,"33597603",,,"singapore",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33587364",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33574311",,,"mexico",,"parkinson's disease, genes",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33571883",,,"",,"parkinson's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33558370",,,"",,"dementia, disability, , stroke",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33545553",,,"",,"parkinson's disease, cognitive impairment",,,,,,,,,,"Attentional dysfunction",,1,"projTutoParkinson","2023-12-28"
,"33504642",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33498816",,,"",,"cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33490319",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33480157",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33479244",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33459535",,,"",,"parkinson's disease, constipation",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33454416",,,"mali, united kingdom",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33436502",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33433462",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33430940",,,"china",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33427735",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33402193",,,"",,"insulin resistance, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33400181",,,"",,"",,,,,,,,,,"Alzheimer",,1,"projTutoParkinson","2023-12-28"
,"33336867",,,"",,"down syndrome, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33334717",,"3","",,"epilepsy, dementia, stroke",,,,,,,,,,"cerebrovascular disease",,1,"projTutoParkinson","2023-12-28"
,"33321002",,"38","",,"",,,,,,,,,,"baseline putamen SBR",,1,"projTutoParkinson","2023-12-28"
,"33319432",,,"india",,"parkinson's disease, , genes",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33316852",,,"",,"frontotemporal dementia, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33308286",,,"",,"parkinson's disease, cancer",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33262921",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33250763",,,"",,"parkinson's disease, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33229724",,,"china",,"cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33227579",,"10","",,"cognitive impairment, stroke, dementia",,,,,,,,,,"poststroke cognitive impairment",,1,"projTutoParkinson","2023-12-28"
,"33207722",,,"",,"cancer, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33204362",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33203305",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33202663",,,"south korea",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33197937",,,"",,"cognitive impairment, dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33188132",,,"united states",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33178101",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33169874",,,"",,"depression, dementia, anxiety",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33156450",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33090574",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33087495",,"99","",,"superficial siderosis, dementia, stroke",,,,,,,,,,"Cortical superficial siderosis",,1,"projTutoParkinson","2023-12-28"
,"33070267",,,"",,"alzheimer's disease, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33062249",,,"australia",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33053952",,"264","",,"",,,,,,,,,,"neuroaxonal injury",,1,"projTutoParkinson","2023-12-28"
,"33044730",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33040199",,,"",,"behavioral variant of frontotemporal dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33036587",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33032389",,,"",,"parkinson's disease, dementia, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33029617",,,"german, italian",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33022465",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33014540",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33011475",,"100","",,"cognitive impairment, ",,,,,,,,,,"arousal",,1,"projTutoParkinson","2023-12-28"
,"33010329",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"33005724",,,"",,"alzheimer's disease, dementia, cognitive impairment, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32965064",,"6910","netherlands",,"parkinson's disease, ",,,,,,,,,,"Orthostatic hypotension",,1,"projTutoParkinson","2023-12-28"
,"32961799",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32955462",,,"",,"alzheimer's disease, dementia, depression",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32951248",,,"",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32949236",,"1222","",,"",,,,,,,,,,"Cycles never reaching oocyte aspiration",,1,"projTutoParkinson","2023-12-28"
,"32925047",,,"sweden",,"dementia, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32921526",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32886748",,,"united kingdom",,"alzheimer's disease, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32860698",,"43","",,"dementia, ",,,,,,,,,,"sleep",,1,"projTutoParkinson","2023-12-28"
,"32857484",,,"",,"parkinson's disease, depression",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32853917",,,"mali",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32835518",,,"turkey",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32829532",,,"",,"alzheimer's disease, cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32812527",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32805190",,,"sweden",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32773379",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32759190",,"580","",,"",,,,,,,,,,"hearing impairment",,1,"projTutoParkinson","2023-12-28"
,"32742734",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32708758",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32708668",,,"mali",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32676768",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32671621",,,"united kingdom",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32671201",,,"cuba",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32671181",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32661101",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32650535",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32610337",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32597801",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32592865",,,"",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32591008",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32586852",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32568785",,,"",,"dementia, prostate cancer",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32568210",,"6692","",,"dementia, cancer",,,,,,,,,,"cancer",,1,"projTutoParkinson","2023-12-28"
,"32562653",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32528407",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32527975",,,"mali",,"cognitive impairment, rich",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32510053",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32505084",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32459015",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32427599",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32417041",,,"",,"dysphagia , ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32413185",,,"",,"parkinson's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32404559",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32392636",,,"south korea",,"dementia, atherosclerosis",,,,,,,,,,"dementia",,1,"projTutoParkinson","2023-12-28"
,"32377274",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32345668",,,"",,"genes, prostate cancer, cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32335869",,"20609","",,"dementia, ",,,,,,,,,,"sex steroid hormones",,1,"projTutoParkinson","2023-12-28"
,"32309376",,,"china",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32293759",,"1196614","south korea",,"parkinson's disease, ",,,,,,,,,,"mild parkinsonian signs",,1,"projTutoParkinson","2023-12-28"
,"32283734",,,"",,"dementia, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32279019",,,"",,"parkinson's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32265703",,,"",,"depression, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32250290",,,"",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32247370",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32173475",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32172714",,,"",,", dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32170780",,,"",,"bullous pemphigoid, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32150777",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32116848",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32116259",,,"serbia",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32109555",,,"mali",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32108008",,,"",,"alzheimer's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32088471",,,"",,"stroke, dementia, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"32062643",,,"",,"coronary artery disease, cognitive impairment",,,,,,,,,,"Coronary artery disease (CAD) and cognitive impairment",,1,"projTutoParkinson","2023-12-28"
,"32049764",,,"",,"down syndrome, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31997061",,,"",,"atrial fibrillation, stroke, dementia, disability",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31973659",,,"",,"alzheimer's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31965028",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31952950",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31946823",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31939095",,,"",,"parkinson's disease, diabetes",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31933261",,,"",,"alzheimer's disease, dementia, neurodegenerative diseases ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31903988",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31902645",,,"",,"stroke, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31884477",,,"",,"alzheimer's disease, frontotemporal dementia, genes",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31874328",,,"",,"alzheimer's disease, cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31866813",,,"",,"neurodegenerative diseases , ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31863110",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31860001",,,"united states",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31857299",,,"czech republic",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31840287",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31839608",,"1961","netherlands",,"alzheimer's disease, dementia",,,,,,,,,,"age",,1,"projTutoParkinson","2023-12-28"
,"31835286",,,"",,"frontotemporal dementia, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31818907",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31817127",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31806724",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31797917",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31775369",,,"",,"alzheimer's disease, dementia, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31771071",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31758049",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31751664",,"441","sweden, italy, netherlands",,"cognitive impairment, ",,,,,,,,,,"cognitive impairment",,1,"projTutoParkinson","2023-12-28"
,"31744742",,"24528","",,"anxiety, ",,,,,,,,,,"anxiety",,1,"projTutoParkinson","2023-12-28"
,"31724031",,,"sweden",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31712553",,"5617","france",,"dementia, depression",,,,,,,,,,"depressed affect",,1,"projTutoParkinson","2023-12-28"
,"31701893",,,"canada",,"frontotemporal dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31623323",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31611055",,,"",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31597548",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31565731",,,"united kingdom",,"neurodegenerative diseases , multiple sclerosis",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31561818",,,"japan",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31556571",,,"",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31550369",,,"",,"cognitive impairment, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31530269",,,"",,"dementia, disability",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31516060",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31510902",,,"",,"dementia, cognitive impairment",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31491474",,"5","",,"cognitive impairment, dementia",,,,,,,,,,"physical frailty",,1,"projTutoParkinson","2023-12-28"
,"31481165",,,"",,"alzheimer's disease, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31475208",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31466055",,,"mali",,"stroke, depression, disability, dementia, dementia, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31452865",,,"",,"hearing loss, dementia",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31450491",,,"sweden",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31437586",,,"",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31437275",,"4812","",,"cognitive impairment, hearing loss, dementia",,,,,,,,,,"dementia",,1,"projTutoParkinson","2023-12-28"
,"31428758",,,"",,"dementia, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31412427",,,"",,"parkinson's disease, ",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
,"31376479",,,"mali",,"",,,,,,,,,,,,1,"projTutoParkinson","2023-12-28"
